poi_id,poi_short_name,facility_name,start,end,area_type,facility_type,functional_class,features,state,jurisdiction,poi_description
81627-1871,", , GRE420",4-Minor Arterial,,,rural,Minor Arterial,Minor Arterial,,Ohio,OhioDOT,", , GRE420"
81627-1871,", , GRE420",4-Minor Arterial,,,rural,Minor Arterial,Minor Arterial,,Ohio,OhioDOT,", , GRE420"
81627-1872,", , WAR4217.94",4-Minor Arterial,,,rural,Minor Arterial,Minor Arterial,,Ohio,OhioDOT,", , WAR4217.94"
81627-1872,", , WAR4217.94",4-Minor Arterial,,,rural,Minor Arterial,Minor Arterial,,Ohio,OhioDOT,", , WAR4217.94"
81627-1873,", , WAR4219.88",4-Minor Arterial,,,rural,Minor Arterial,Minor Arterial,,Ohio,OhioDOT,", , WAR4219.88"
81627-1873,", , WAR4219.88",4-Minor Arterial,,,rural,Minor Arterial,Minor Arterial,,Ohio,OhioDOT,", , WAR4219.88"
81627-1874,", , WAR4220.64",4-Minor Arterial,,,rural,Minor Arterial,Minor Arterial,,Ohio,OhioDOT,", , WAR4220.64"
81627-1874,", , WAR4220.64",4-Minor Arterial,,,rural,Minor Arterial,Minor Arterial,,Ohio,OhioDOT,", , WAR4220.64"
81627-1875,", , WAR7313.86",4-Minor Arterial,,,rural,Minor Arterial,Minor Arterial,,Ohio,OhioDOT,", , WAR7313.86"
81627-1875,", , WAR7313.86",4-Minor Arterial,,,rural,Minor Arterial,Minor Arterial,,Ohio,OhioDOT,", , WAR7313.86"
81627-1876,", , WAR7314.29",4-Minor Arterial,,,rural,Minor Arterial,Minor Arterial,,Ohio,OhioDOT,", , WAR7314.29"
81627-1876,", , WAR7314.29",4-Minor Arterial,,,rural,Minor Arterial,Minor Arterial,,Ohio,OhioDOT,", , WAR7314.29"
