poi_id,poi_short_name,facility_name,start,end,area_type,facility_type,functional_class,features,state,jurisdiction,poi_description
80988-3098,", , CUY8711.86",4-Minor Arterial,,,rural,Minor Arterial,Minor Arterial,,Ohio,OhioDOT,", , CUY8711.86"
80988-3098,", , CUY8711.86",4-Minor Arterial,,,rural,Minor Arterial,Minor Arterial,,Ohio,OhioDOT,", , CUY8711.86"
80988-3099,", , CUY8711.86",4-Minor Arterial,,,rural,Minor Arterial,Minor Arterial,,Ohio,OhioDOT,", , CUY8711.86"
80988-3099,", , CUY8711.86",4-Minor Arterial,,,rural,Minor Arterial,Minor Arterial,,Ohio,OhioDOT,", , CUY8711.86"
80988-3100,", , CUY8711.86",4-Minor Arterial,,,rural,Minor Arterial,Minor Arterial,,Ohio,OhioDOT,", , CUY8711.86"
80988-3100,", , CUY8711.86",4-Minor Arterial,,,rural,Minor Arterial,Minor Arterial,,Ohio,OhioDOT,", , CUY8711.86"
80988-3101,", , CUY8712.17",4-Minor Arterial,,,rural,Minor Arterial,Minor Arterial,,Ohio,OhioDOT,", , CUY8712.17"
80988-3101,", , CUY8712.17",4-Minor Arterial,,,rural,Minor Arterial,Minor Arterial,,Ohio,OhioDOT,", , CUY8712.17"
80988-3102,", , CUY8712.17",4-Minor Arterial,,,rural,Minor Arterial,Minor Arterial,,Ohio,OhioDOT,", , CUY8712.17"
80988-3102,", , CUY8712.17",4-Minor Arterial,,,rural,Minor Arterial,Minor Arterial,,Ohio,OhioDOT,", , CUY8712.17"
80988-3103,", , CUY8712.17",4-Minor Arterial,,,rural,Minor Arterial,Minor Arterial,,Ohio,OhioDOT,", , CUY8712.17"
80988-3103,", , CUY8712.17",4-Minor Arterial,,,rural,Minor Arterial,Minor Arterial,,Ohio,OhioDOT,", , CUY8712.17"
80988-3104,", , CUY8712.17",4-Minor Arterial,,,rural,Minor Arterial,Minor Arterial,,Ohio,OhioDOT,", , CUY8712.17"
80988-3104,", , CUY8712.17",4-Minor Arterial,,,rural,Minor Arterial,Minor Arterial,,Ohio,OhioDOT,", , CUY8712.17"
80988-3105,", , CUY8712.17",4-Minor Arterial,,,rural,Minor Arterial,Minor Arterial,,Ohio,OhioDOT,", , CUY8712.17"
80988-3105,", , CUY8712.17",4-Minor Arterial,,,rural,Minor Arterial,Minor Arterial,,Ohio,OhioDOT,", , CUY8712.17"
80988-3106,", , CUY8712.17",4-Minor Arterial,,,rural,Minor Arterial,Minor Arterial,,Ohio,OhioDOT,", , CUY8712.17"
80988-3106,", , CUY8712.17",4-Minor Arterial,,,rural,Minor Arterial,Minor Arterial,,Ohio,OhioDOT,", , CUY8712.17"
80988-3107,", , CUY8712.73",4-Minor Arterial,,,rural,Minor Arterial,Minor Arterial,,Ohio,OhioDOT,", , CUY8712.73"
80988-3107,", , CUY8712.73",4-Minor Arterial,,,rural,Minor Arterial,Minor Arterial,,Ohio,OhioDOT,", , CUY8712.73"
80988-4178,", , CUY8711.99",4-Minor Arterial,,,unknown,Minor Arterial,Minor Arterial,,Ohio,OhioDOT,", , CUY8711.99"
80988-4178,", , CUY8711.99",4-Minor Arterial,,,unknown,Minor Arterial,Minor Arterial,,Ohio,OhioDOT,", , CUY8711.99"
